pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop
a cross,4.6189849055,0.0064738472,5.3006815626,0.0000555366,1,0.4566570065,1.5811024343,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081314401,0.5000000000,1,0
a hierarchy,14.5823722175,0.0105005643,8.4743141016,0.0000810516,1,0.3731601158,2.6314407501,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077475403,0.5000000000,1,0
closely related,3197.0717163578,0.2085984078,34.2380703845,0.0004393419,1,0.1359118306,0.1562615383,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0007536730,0.0000000000,0,0
a trained,2.3543079596,0.0065363576,4.1947356265,0.0000621537,1,0.4696069706,2.0615166965,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0090471125,0.5000000000,1,0
a distributed,10.1858958176,0.0144204909,12.0602905599,0.0001895382,1,0.4643493006,1.5779705783,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081445937,0.5000000000,1,0
the correct,16.4559036271,0.0217445895,17.2645774917,0.0003218880,1,0.3351346168,3.8217010952,38,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159847103,0.5000000000,1,0
the primary,13.3974873280,0.0105561747,8.6068641303,0.0000863373,1,0.2343000037,2.2535117562,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158014279,0.5000000000,1,0
a recurrent neural network,12.1629410376,0.0210106006,14.1330490693,0.0004836130,1,0.4985413753,1.1704629485,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077098521,0.2500000000,1,0
a dynamic,9.1699382503,0.0134266735,11.2990731273,0.0001742555,1,0.4528268833,2.1172790372,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081546291,0.5000000000,1,0
explanation for,19.5413871568,0.0121555956,9.3999798695,0.0000899050,1,0.2144767994,0.5576284718,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0040376718,0.5000000000,0,1
hypothesis testing,1341.5723270440,0.1007176521,22.7734511557,0.0002178141,1,0.4764516786,0.6397695500,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0007035173,0.0000000000,0,0
a stochastic,7.4159741351,0.0149765798,12.6721088776,0.0002424019,1,0.5273015462,2.0893967422,40,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085494658,0.5000000000,1,0
text documents,246.1386685755,0.0491881113,19.8517869941,0.0002164853,1,0.2684235096,0.3963774274,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0018340376,0.0000000000,0,0
to approximate,13.3644778593,0.0198521180,16.1907835659,0.0003058139,1,0.3380729163,1.5886604929,39,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085070071,0.5000000000,1,0
an approximate,33.4332033225,0.0230407807,16.0827763197,0.0002229091,1,0.2426535907,0.3094074521,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0039402252,0.5000000000,1,0
a long,6.7139672085,0.0131379503,11.1032403732,0.0001958151,1,0.3484494089,1.7398565602,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084874614,0.5000000000,1,0
evaluate our,103.5731362977,0.0848820822,44.5079829616,0.0012911863,1,0.2667565604,0.4965364977,92,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044195155,0.5000000000,0,1
means that,15.7525858824,0.0133665739,10.6778326487,0.0001250794,1,0.2778792267,0.6298998899,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057850393,0.5000000000,0,1
a continuous,9.0880402135,0.0148288904,12.4844470204,0.0002136001,1,0.3846079173,1.7572767492,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082798109,0.5000000000,1,0
a data,1.4034162736,0.0082410356,2.7112756767,0.0000656026,1,0.6238315819,1.6410766250,64,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0115359978,0.5000000000,1,0
a loss,2.6710568289,0.0060294315,4.1682850581,0.0000534873,1,0.4939168247,2.0231341934,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087948175,0.5000000000,1,0
a recent,3.8702553107,0.0088889454,7.0320594733,0.0001105151,1,0.4156771117,1.4325652441,27,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0086587564,0.5000000000,1,0
features that,7.5279087920,0.0161813457,13.6909285458,0.0002808464,1,0.5158238481,0.8473101927,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072447731,0.5000000000,0,1
a highly,11.0177923421,0.0168300458,13.9914358461,0.0002467509,1,0.3346603917,1.5769590294,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081749687,0.5000000000,1,0
a form,5.1235361845,0.0088023463,7.3067763509,0.0000988321,1,0.3864229192,2.2300783897,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082951961,0.5000000000,1,0
are characterized,119.1246622230,0.0300123076,15.1162264677,0.0001445774,1,0.1811989584,0.3875648868,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0038759791,0.5000000000,1,0
to achieve the,2.4359067869,0.0054286129,3.0841557779,0.0000484703,1,0.4625898149,3.3631408678,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0163097678,0.6666666667,1,1
a discriminative,7.8173541785,0.0108728511,9.1962595845,0.0001243894,1,0.4914312832,2.4378275293,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081203626,0.5000000000,1,0
a predefined,44.6049032537,0.0183649541,12.0098365784,0.0001148667,1,0.2602134435,2.2761049959,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076141788,0.5000000000,1,0
a range,18.0543656027,0.0286197140,22.4120833363,0.0005250673,1,0.3367516849,1.3932431787,60,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082189467,0.5000000000,1,0
a collection,30.7412171073,0.0264070388,18.7628076514,0.0003108247,1,0.3153491305,1.9016996256,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078018439,0.5000000000,1,0
a better,6.5347996474,0.0161827610,13.6657977679,0.0003009054,1,0.3294251800,1.0017848299,53,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087999284,1.0000000000,1,1
chain monte,5362.3384549723,0.2775571752,37.4305427660,0.0004934692,1,0.1173125485,0.1333548063,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0005103480,0.0000000000,0,0
a feature,4.3063005363,0.0122385406,9.9027388768,0.0002031381,1,0.5760247079,2.2173462365,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0091975031,0.5000000000,1,0
context dependent,540.9641067594,0.0904477506,28.1447299182,0.0003806880,1,0.2859516838,0.4646080959,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0013770123,0.0000000000,0,0
a corpus,9.6693850677,0.0117862263,9.8901879021,0.0001303882,1,0.3683350598,2.0854348310,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080110801,0.5000000000,1,0
a user,10.3671552484,0.0165638913,13.8355965576,0.0002475649,1,0.6043637751,1.9972291459,35,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083087259,0.5000000000,1,0
a standard,9.5151386284,0.0216253321,18.1633320502,0.0004429037,1,0.3666258448,1.5584075854,65,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0086737792,0.5000000000,1,0
applied to,47.7708995822,0.0841411208,54.1298332226,0.0022920380,1,0.3223809461,1.4180167144,196,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0086630713,0.5000000000,0,1
model to the,2.2926181524,0.0052665281,2.8741459276,0.0000451698,1,0.7579083104,2.6533753611,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0182972602,0.6666666667,0,1
in deep reinforcement,7.0826673132,0.0088626312,6.4927924309,0.0000976959,1,0.5833165902,0.8131752932,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0070083535,0.3333333333,1,0
a decision,3.1901888735,0.0055998761,4.1827283672,0.0000456130,1,0.4191352623,2.5746796821,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083800631,0.5000000000,1,0
short term,2554.3809712796,0.5310284760,94.7983249036,0.0034644490,1,0.2775933943,0.3352073715,146,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0014966922,0.0000000000,0,0
the gap,15.9895419858,0.0196694198,15.6804316202,0.0002682811,1,0.2963975271,3.6248801395,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159481584,0.5000000000,1,0
error and,2.6396024595,0.0056510324,3.8825132892,0.0000469710,1,0.3610694995,0.8951357222,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080665073,0.5000000000,0,1
a generative,7.7507668345,0.0187519531,15.8621269585,0.0003716158,1,0.5167537934,1.9587300154,60,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088828455,0.5000000000,1,0
very fast,129.0723272114,0.0327650972,16.1200333278,0.0001617035,1,0.0665693125,0.0367164950,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0017112534,0.5000000000,1,0
the weights of,13.9052159610,0.0183426638,12.8954074284,0.0002866085,1,0.4857238910,3.2791815141,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0170724768,0.6666666667,1,1
with low,7.0114938872,0.0089176302,7.5428317615,0.0000883562,1,0.3133583000,0.3679737774,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048932762,0.5000000000,1,0
that is not,8.4060674069,0.0096551871,7.0609408029,0.0001062447,1,0.5436755861,0.9683618723,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081891867,1.0000000000,1,1
a much,9.2536273869,0.0158710552,13.3500937475,0.0002422661,1,0.3587499142,1.7224016292,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082876893,1.0000000000,1,1
the assumption that,19.1124994049,0.0180988558,12.1645739247,0.0002275463,1,0.3946848944,2.4053681987,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0141617585,0.6666666667,1,1
algorithms in,3.8998052131,0.0111287055,8.8198124464,0.0001728785,1,0.4027265530,0.8917141729,42,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080760882,0.5000000000,0,1
a special,37.1558844103,0.0371031164,25.3058550821,0.0005357672,1,0.3201300949,1.9160632378,49,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078687158,0.5000000000,1,0
independent interest,486.4180367060,0.0606461705,19.5652282212,0.0001871294,1,0.0710200532,0.0490330698,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0009972461,0.5000000000,0,1
s behavior,128.1668806784,0.0341017823,16.8124392732,0.0001761483,1,0.3836995890,0.6087627169,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0019513175,0.5000000000,1,0
a query,7.2531451378,0.0077670853,6.5716770614,0.0000659219,1,0.5763764524,2.1966492395,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079509371,0.5000000000,1,0
the experimental results,4.5273419070,0.0144900031,10.2422338333,0.0003151534,1,0.3054658212,3.0765141961,46,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0126019611,0.3333333333,1,0
a full,8.4253706146,0.0100960861,8.5249898605,0.0001031362,1,0.3464152122,2.0043151541,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079887798,1.0000000000,1,1
for semi supervised learning,17.3935950549,0.0160143948,10.2978223466,0.0002245971,1,0.4260734094,0.5508139480,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048683229,0.2500000000,1,0
method can,17.7773625688,0.0306747642,24.0784554490,0.0006093050,1,0.3841367301,0.4593365449,70,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0058076249,0.5000000000,0,1
both in,3.0147320310,0.0084062781,6.1440889282,0.0001034655,1,0.3814566130,1.0710133946,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078188152,1.0000000000,1,1
a dataset,6.0107826945,0.0171878177,14.4601024709,0.0003526023,1,0.4646921831,1.8559442310,65,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0091610627,0.5000000000,1,0
invariant features,143.9110510034,0.0390309963,18.5930267023,0.0002104123,1,0.1720592856,0.2019102095,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024088224,0.0000000000,0,0
a semantic,4.5205353874,0.0102937669,8.3996987748,0.0001414496,1,0.6655889815,2.0954839166,31,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088006979,0.5000000000,1,0
a tensor,7.3019878660,0.0084720942,7.1683645869,0.0000781716,1,0.5289362426,2.0078993701,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080145062,0.5000000000,1,0
compared to state of the art,16.8362613301,0.0201834947,9.7810120600,0.0003074346,1,0.4088437848,1.9572781166,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0124907534,0.5000000000,0,0
a prediction,1.9727697049,0.0048853618,2.7177539876,0.0000328797,1,0.6403288526,2.3705517539,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0089032538,0.5000000000,1,0
a meaningful,9.4785419414,0.0084658256,7.1120589097,0.0000680225,1,0.2990527887,1.8311567365,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078183590,0.5000000000,1,0
a more,6.1690849246,0.0211614069,17.8278813063,0.0005283144,1,0.4213938825,1.7139836789,96,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094599839,1.0000000000,1,1
and their,9.1230003396,0.0269129957,22.6539457868,0.0007020945,1,0.3991169298,1.4924328414,105,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0086061333,1.0000000000,1,1
a second,6.4995716170,0.0101589907,8.5773731367,0.0001188834,1,0.3492690480,2.1093228848,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081949878,1.0000000000,1,1
a process,1.7233712621,0.0039543818,1.8854495705,0.0000197543,1,0.3715306914,1.6182933340,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087192809,0.5000000000,1,0
in many real,45.3191649761,0.0261790869,14.7705128193,0.0002595312,1,0.2943332594,0.9617524938,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060101000,0.6666666667,1,0
a way,12.8974881549,0.0237829166,19.4737799211,0.0004485608,1,0.3751516996,1.8057642104,58,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083699117,1.0000000000,1,1
with less,18.0413614351,0.0138196556,10.8233687708,0.0001224852,1,0.2893667078,0.6038155139,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0042524732,1.0000000000,1,1
a technique,6.8751024215,0.0132946709,11.2415302990,0.0001982540,1,0.3968500479,1.1589734496,34,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084887007,0.5000000000,1,0
a step,5.2791879167,0.0093711621,7.8037837334,0.0001107066,1,0.3607804606,2.1745881976,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083830911,0.5000000000,1,0
a brief,61.6105226191,0.0246092099,14.8578735170,0.0001620263,1,0.2671737387,0.9153157285,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076118745,1.0000000000,1,1
a lot,75.8283355312,0.0472875281,27.0312992413,0.0005105712,1,0.2779880492,1.4568272629,39,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0076920633,0.5000000000,1,0
a unique,22.0591521545,0.0163362717,12.3749103179,0.0001497129,1,0.2932176970,2.0677460661,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077437131,0.5000000000,1,0
a similar,8.3296277667,0.0135148224,11.4155734340,0.0001859319,1,0.3500513071,1.4861550365,29,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0082333917,0.5000000000,1,0
a computational,4.3983953324,0.0091183379,7.4061988862,0.0001120011,1,0.4137997393,1.2589743722,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085385342,0.5000000000,1,0
a compositional,7.9819300559,0.0077687743,6.5686206813,0.0000628248,1,0.4346096275,1.4566525575,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078765002,0.5000000000,1,0
was able to,60.1401503668,0.0321051447,16.8910347798,0.0003159578,1,0.2822140625,1.1609146335,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0063306331,1.0000000000,1,1
a network,1.8942512719,0.0096488159,5.1503609485,0.0001255890,1,0.6184545912,1.6612821952,65,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0108193841,0.5000000000,1,0
of the weight,9.1412673837,0.0095999975,6.9974849683,0.0001003900,1,0.5299925540,4.9977373518,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0169091279,0.6666666667,1,0
neural attention,10.8866930193,0.0111119983,9.2469073815,0.0001083176,1,0.4248792036,0.4278766270,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044279538,0.0000000000,0,0
framework can be,8.6907881269,0.0098173402,7.1714171543,0.0001079070,1,0.3135563192,0.3298439693,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0052606297,0.6666666667,0,1
finally we propose,39.9350535323,0.0228779300,13.2945850676,0.0002174677,1,0.2959560898,0.5380212961,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0059687026,0.3333333333,0,0
a wide,50.2902950673,0.0697662892,44.3249842510,0.0015167383,1,0.3093758785,1.3690055718,128,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080904106,0.5000000000,1,0
are able to,60.1401503668,0.0774761030,40.7614282332,0.0018399895,1,0.4064496260,1.3289373967,99,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083507005,1.0000000000,1,1
a weight,3.6108731205,0.0052252210,4.0602051519,0.0000388334,1,0.6604170646,2.0843775554,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081643993,0.5000000000,1,0
a denoising,8.2422103838,0.0078944230,6.6700928416,0.0000637953,1,0.4553752825,1.1704881501,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078667339,0.5000000000,1,0
a fundamental,33.7930625737,0.0323671345,22.5406335197,0.0004365310,1,0.2310125147,1.1474666699,41,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078480122,0.5000000000,1,0
various types of,40.0301671604,0.0200891526,11.6676451134,0.0001673908,1,0.2906579023,2.0787048683,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069786045,0.6666666667,1,1
at any,31.7949864528,0.0155052177,10.9392943644,0.0001046276,1,0.5000000000,0.8597595422,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0027280861,1.0000000000,1,1
a desired,14.1546226325,0.0122408539,9.9155464503,0.0001122116,1,0.3449902718,2.6886361000,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078071419,0.5000000000,1,0
models including,22.7907080942,0.0166049453,12.5054116527,0.0001512917,1,0.4501433998,1.0954456652,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0041182945,0.0000000000,0,0
a language,1.3289502103,0.0041331138,1.1725671847,0.0000146224,1,0.6311225831,1.6017657642,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0094002783,0.5000000000,1,0
a score,8.3634193601,0.0097394877,8.2257029064,0.0000963553,1,0.3787169934,1.6553254159,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079797026,0.5000000000,1,0
this makes,31.5881467799,0.0223959902,15.8226346364,0.0002193035,1,0.2648380081,0.4718859001,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0044102441,0.5000000000,1,0
a structured,5.6928179828,0.0103736646,8.6960268868,0.0001315067,1,0.4998216714,1.7949011302,25,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084320181,0.5000000000,1,0
of representations,0.9598514196,0.0029511493,-0.1419477218,-0.0000014872,1,0.4342587377,2.0168053762,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0106176707,0.5000000000,1,0
a policy,5.7986374230,0.0130765695,10.9763518851,0.0002073230,1,0.7148427667,2.5332180621,39,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0088889071,0.5000000000,1,0
a single,45.5294065903,0.0983552853,64.0073506622,0.0032451898,1,0.3854210394,1.6996274210,281,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0086023210,0.5000000000,1,0
photo realistic,10496.2063492063,0.2954684201,30.7078633600,0.0003080371,1,0.0000000000,0.0000000000,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0003639853,0.0000000000,0,0
