DISPLAY_NAME,NORMALIZED_NAME,FREQUENCY
Final version,final version,43
Finite elements,finite elements,43
Firing squad synchronization problem,firing squad synchronization problem,43
Following question,following question,43
Forgery detection,forgery detection,43
Fourth normal form,fourth normal form,43
Fully developed,fully developed,43
Future development,future development,43
Game tree search,game tree search,43
General form,general form,43
Genius,genius,43
Geocoding,geocoding,43
Geometric pattern,geometric pattern,43
Global system,global system,43
Grid-connected photovoltaic power system,grid connected photovoltaic power system,43
Guest editors,guest editors,43
Hamilton path,hamilton path,43
Hammer,hammer,43
Hand motion,hand motion,43
Hardware security,hardware security,43
Herbrand's theorem,herbrand s theorem,43
Hierarchical approach,hierarchical approach,43
High efficiency,high efficiency,43
Hilbert series and Hilbert polynomial,hilbert series and hilbert polynomial,43
Honeycomb,honeycomb,43
Human microbiome,human microbiome,43
Human skeleton,human skeleton,43
Image analysis,image analysis,43
Implicit learning,implicit learning,43
In plane,in plane,43
Index structure,index structure,43
Indicator function,indicator function,43
Indirect branch,indirect branch,43
Information Criteria,information criteria,43
International development,international development,43
International law,international law,43
Invariance principle,invariance principle,43
Invariants,invariants,43
Jpeg compression,jpeg compression,43
Jurisprudence,jurisprudence,43
Keyword query,keyword query,43
Laplace transform applied to differential equations,laplace transform applied to differential equations,43
Laser beams,laser beams,43
Layer 2,layer 2,43
Leader follower,leader follower,43
Learning data,learning data,43
Ledger,ledger,43
Legged robot,legged robot,43
Level sets,level sets,43
Linear bounded automaton,linear bounded automaton,43
Linker,linker,43
Linkless embedding,linkless embedding,43
Log shipping,log shipping,43
LogitBoost,logitboost,43
Lower level,lower level,43
Luck,luck,43
M-learning,m learning,43
Manifold regularization,manifold regularization,43
Market mechanism,market mechanism,43
Market structure,market structure,43
Massive open online course,massive open online course,43
Matching polynomial,matching polynomial,43
Matrix analytic method,matrix analytic method,43
Matrix computation,matrix computation,43
Maximum weight,maximum weight,43
Media space,media space,43
Median,median,43
Message processing,message processing,43
Meta level,meta level,43
Minimum bounding rectangle,minimum bounding rectangle,43
Minimum cost,minimum cost,43
Mobile deep linking,mobile deep linking,43
Mobile robotics,mobile robotics,43
Modular system,modular system,43
Monocular camera,monocular camera,43
Monotonicity,monotonicity,43
Multicast protocols,multicast protocols,43
Multiphase flow,multiphase flow,43
Multiple constraints,multiple constraints,43
Mycin,mycin,43
N element,n element,43
N processor,n processor,43
Natural convection,natural convection,43
Network bandwidth,network bandwidth,43
Neural correlates of consciousness,neural correlates of consciousness,43
New opportunity,new opportunity,43
Noisy-channel coding theorem,noisy channel coding theorem,43
OPTICS algorithm,optics algorithm,43
Order of operations,order of operations,43
Organizational model,organizational model,43
Orthogonal collocation,orthogonal collocation,43
Orthologous Gene,orthologous gene,43
Oryza sativa,oryza sativa,43
Parallel programming language,parallel programming language,43
Patent system,patent system,43
Pathological,pathological,43
Pattern discovery,pattern discovery,43
Phase congruency,phase congruency,43
Pheromone,pheromone,43
Physarum polycephalum,physarum polycephalum,43
PI3K/AKT/mTOR pathway,pi3k akt mtor pathway,43
Policy decision,policy decision,43
Polyalphabetic cipher,polyalphabetic cipher,43
Polymer science,polymer science,43
Preconditioning,preconditioning,43
Prediction market,prediction market,43
Prehistory,prehistory,43
Pressure-correction method,pressure correction method,43
Principle of least privilege,principle of least privilege,43
Process variations,process variations,43
Programmable calculator,programmable calculator,43
Property rights,property rights,43
Provable prime,provable prime,43
Quasi-open map,quasi open map,43
Racket,racket,43
Random logic,random logic,43
Range encoding,range encoding,43
Rapid identification,rapid identification,43
Rating system,rating system,43
Rational quadratic covariance function,rational quadratic covariance function,43
Recovery techniques,recovery techniques,43
Reed solomon,reed solomon,43
Regulon,regulon,43
Reservoir sampling,reservoir sampling,43
Residual block termination,residual block termination,43
Resonant frequency,resonant frequency,43
Respiratory system,respiratory system,43
Response surface methodology,response surface methodology,43
Revelation,revelation,43
RNA Sequence,rna sequence,43
Robust method,robust method,43
Roof,roof,43
Semi-structured interview,semi structured interview,43
Shadows,shadows,43
Shape-based segmentation,shape based segmentation,43
Shared object,shared object,43
Short circuit,short circuit,43
Signal processing systems,signal processing systems,43
Signaling pathway,signaling pathway,43
Signature file,signature file,43
Simulator sickness,simulator sickness,43
Single level,single level,43
Single process,single process,43
Singular point of an algebraic variety,singular point of an algebraic variety,43
Size reduction,size reduction,43
Skill level,skill level,43
Slipping,slipping,43
Small-gain theorem,small gain theorem,43
Software performance evaluation,software performance evaluation,43
Solution space,solution space,43
Spatial context,spatial context,43
Spatial data infrastructure,spatial data infrastructure,43
Statistical graphics,statistical graphics,43
Steric effects,steric effects,43
String processing,string processing,43
Structural learning,structural learning,43
Structural system,structural system,43
Subframe,subframe,43
Supply chain risk management,supply chain risk management,43
Supply voltage,supply voltage,43
System organization,system organization,43
Tcp congestion control,tcp congestion control,43
Technological advance,technological advance,43
Telecommunications equipment,telecommunications equipment,43
Temporal modeling,temporal modeling,43
Test pattern,test pattern,43
Thermal resistance,thermal resistance,43
Time delay and integration,time delay and integration,43
Time model,time model,43
Time overhead,time overhead,43
Time perception,time perception,43
Tonic (music),tonic,43
Topic analysis,topic analysis,43
Toughness,toughness,43
Transaction-level modeling,transaction level modeling,43
Transcendental number,transcendental number,43
Translational research,translational research,43
Trojan horse,trojan horse,43
Tunneling,tunneling,43
Unmanned aerial vehicle,unmanned aerial vehicle,43
Van der Pol oscillator,van der pol oscillator,43
Vesicle,vesicle,43
Video delivery,video delivery,43
Virtual environments,virtual environments,43
Viscous liquid,viscous liquid,43
Visual control,visual control,43
Visual feature,visual feature,43
Voice communication,voice communication,43
Water supply,water supply,43
Weak topology,weak topology,43
Web searching,web searching,43
Web sites,web sites,43
Wireless intrusion prevention system,wireless intrusion prevention system,43
Work experience,work experience,43
Accident prevention,accident prevention,42
Action plan,action plan,42
Adaptive chosen-ciphertext attack,adaptive chosen ciphertext attack,42
Additional constraint,additional constraint,42
Aggregation methods,aggregation methods,42
Alpha helix,alpha helix,42
AMPA receptor,ampa receptor,42
Anime,anime,42
Antique,antique,42
Aspect-oriented software development,aspect oriented software development,42
Atomic commit,atomic commit,42
Attack patterns,attack patterns,42
Attractor network,attractor network,42
AutoDock,autodock,42
Automatic recognition,automatic recognition,42
Autonomous systems,autonomous systems,42
Available bandwidth,available bandwidth,42
Backlight,backlight,42
Barter,barter,42
Basic skills,basic skills,42
Beam steering,beam steering,42
Behavior analysis,behavior analysis,42
Beta distribution,beta distribution,42
